Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,UNITED STATES,99,0,Prefer not to say,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,INDIA,95,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,VIET NAM,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,102,PHILIPPINES,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,AUSTRALIA,57,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,50,INDONESIA,20,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,THAILAND,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,THAILAND,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,VIET NAM,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,87,JAPAN,44,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,VIET NAM,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,THAILAND,20,0,Prefer not to say,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,UNITED KINGDOM,78,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,117,"KOREA, REPUBLIC OF",47,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,ITALY,105,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,SINGAPORE,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,CHINA,57,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,105,HONG KONG,58,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,JAPAN,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,UNITED STATES,87,0,Prefer not to say,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,70,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,105,JAPAN,47,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,"KOREA, REPUBLIC OF",29,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,63,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,VIET NAM,43,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,THAILAND,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,VIET NAM,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,12,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,36,GERMANY,67,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,THAILAND,10,0,Prefer not to say,46
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,108,HONG KONG,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,HONG KONG,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,59,INDIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,"KOREA, REPUBLIC OF",71,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,79,JAPAN,56,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,VIET NAM,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,37,MALAYSIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,THAILAND,10,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,93,SPAIN,76,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,THAILAND,10,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,14,THAILAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,JAPAN,34,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,SRI LANKA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,SRI LANKA,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,72,PHILIPPINES,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,UNITED STATES,58,0,Prefer not to say,39
EPX,Travel Agency,Online,Cancellation Plan,No,11,HONG KONG,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,NEW ZEALAND,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,UNITED STATES,58,0,Prefer not to say,39
EPX,Travel Agency,Online,Cancellation Plan,No,2,CHINA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,THAILAND,14,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,86,"KOREA, REPUBLIC OF",26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,35,HONG KONG,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,115,PHILIPPINES,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,HONG KONG,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,INDONESIA,11,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,26,CAMBODIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,CAMBODIA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,88,MALAYSIA,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,"KOREA, REPUBLIC OF",26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,53,UNITED STATES,70,0,Prefer not to say,50
EPX,Travel Agency,Online,Cancellation Plan,No,30,JAPAN,80,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,22,SINGAPORE,21,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21,AUSTRALIA,51,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,NEW ZEALAND,28,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,CHINA,20,0,Prefer not to say,36
RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15,6,M,50
RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15,6,Prefer not to say,40
SSI,Airlines,Online,Ticket Protector,No,22,SINGAPORE,14.35,4.02,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,84,SINGAPORE,1.77,0.49,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,76,SINGAPORE,1.77,0.49,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,19,SINGAPORE,0.84,0.24,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,F,37
JZI,Airlines,Online,Basic Plan,No,10,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,40
JZI,Airlines,Online,Basic Plan,No,22,HONG KONG,26,9.1,F,36
JZI,Airlines,Online,Basic Plan,No,30,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,37
JZI,Airlines,Online,Basic Plan,No,22,HONG KONG,40,14,M,50
JZI,Airlines,Online,Basic Plan,No,12,CHINA,22,7.7,M,40
JZI,Airlines,Online,Basic Plan,No,1,HONG KONG,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,108,AUSTRALIA,26,9.1,M,30
JZI,Airlines,Online,Basic Plan,No,4,PHILIPPINES,18,6.3,F,36
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,15,HONG KONG,26,9.1,M,45
JZI,Airlines,Online,Basic Plan,No,14,THAILAND,18,6.3,F,48
JZI,Airlines,Online,Basic Plan,No,51,AUSTRALIA,40,14,F,27
JZI,Airlines,Online,Basic Plan,No,99,"KOREA, REPUBLIC OF",44,15.4,F,46
JZI,Airlines,Online,Basic Plan,No,23,MALAYSIA,22,7.7,M,53
JZI,Airlines,Online,Value Plan,No,64,"TAIWAN, PROVINCE OF CHINA",45,15.75,M,43
JZI,Airlines,Online,Value Plan,No,32,JAPAN,69,24.15,F,48
JZI,Airlines,Online,Value Plan,No,8,"KOREA, REPUBLIC OF",58,20.3,F,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,MALAYSIA,29.7,17.82,Prefer not to say,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,66,AUSTRALIA,39.6,23.76,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,70,AUSTRALIA,39.6,23.76,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,73,UNITED KINGDOM,39.6,23.76,Prefer not to say,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,CZECH REPUBLIC,19.8,11.88,Prefer not to say,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,29.7,17.82,Prefer not to say,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,45,AUSTRALIA,9.9,5.94,Prefer not to say,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,29.7,17.82,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,61,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,HONG KONG,20,0,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,CHINA,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92,NEPAL,93,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,SINGAPORE,20,0,Prefer not to say,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,HONG KONG,24,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,INDIA,20,0,Prefer not to say,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,85,HONG KONG,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,78,PHILIPPINES,20,0,Prefer not to say,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,CHINA,53,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,INDONESIA,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,106,PHILIPPINES,20,0,Prefer not to say,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,NORWAY,79,0,Prefer not to say,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,CHINA,51,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,INDIA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,INDIA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,UNITED STATES,71,0,Prefer not to say,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,"TAIWAN, PROVINCE OF CHINA",68,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MALAYSIA,29,0,Prefer not to say,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,UNITED ARAB EMIRATES,100,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,90,UNITED ARAB EMIRATES,31,0,Prefer not to say,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,58,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,PHILIPPINES,65,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,72,SINGAPORE,45,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,93,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,10,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,1,INDONESIA,10,0,Prefer not to say,54
EPX,Travel Agency,Online,Cancellation Plan,No,18,VIET NAM,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,NEW ZEALAND,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,HONG KONG,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,91,PHILIPPINES,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,10,0,Prefer not to say,34
EPX,Travel Agency,Online,Cancellation Plan,No,71,MYANMAR,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,62,INDONESIA,10,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,47,THAILAND,10,0,Prefer not to say,24
EPX,Travel Agency,Online,Cancellation Plan,No,15,HONG KONG,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,10,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,25,PHILIPPINES,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,CAMBODIA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,43,UNITED STATES,55,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,20,0,Prefer not to say,25
EPX,Travel Agency,Online,Cancellation Plan,No,14,AUSTRALIA,45,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,KUWAIT,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,KUWAIT,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,KUWAIT,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,44,CHINA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,MALAYSIA,10,0,Prefer not to say,34
EPX,Travel Agency,Online,Cancellation Plan,No,24,UNITED KINGDOM,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,INDIA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,69,INDONESIA,10,0,Prefer not to say,46
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,SINGAPORE,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,JAPAN,37,0,Prefer not to say,50
EPX,Travel Agency,Online,Cancellation Plan,No,87,THAILAND,19,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,87,SINGAPORE,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,INDONESIA,10,0,Prefer not to say,45
EPX,Travel Agency,Online,Cancellation Plan,No,100,SINGAPORE,21,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,HONG KONG,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,THAILAND,21,0,Prefer not to say,36
SSI,Airlines,Online,Ticket Protector,No,21,SINGAPORE,21.35,5.98,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,76,SINGAPORE,2.55,0.71,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,1,SINGAPORE,5.23,1.47,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,21,SINGAPORE,8.63,2.42,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,29,MYANMAR,18,6.3,F,33
JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,30,10.5,M,27
JZI,Airlines,Online,Basic Plan,No,27,VIET NAM,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18,6.3,F,37
JZI,Airlines,Online,Basic Plan,No,25,CHINA,22,7.7,M,32
JZI,Airlines,Online,Basic Plan,No,52,AUSTRALIA,26,9.1,M,48
JZI,Airlines,Online,Basic Plan,No,37,CHINA,26,9.1,M,35
ART,Airlines,Online,24 Protect,No,50,PHILIPPINES,21.92,7.67,F,48
ART,Airlines,Online,24 Protect,No,13,UNITED ARAB EMIRATES,33.79,11.83,M,48
C2B,Airlines,Online,Bronze Plan,No,97,SINGAPORE,69.55,17.39,F,36
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,47,11.75,F,51
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,30.55,7.64,F,31
C2B,Airlines,Online,Silver Plan,No,29,SINGAPORE,22.2,5.55,F,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,MALAYSIA,19.8,11.88,Prefer not to say,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,THAILAND,29.7,17.82,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,THAILAND,19.8,11.88,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,NEW ZEALAND,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41,NETHERLANDS,39.6,23.76,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,SWITZERLAND,29.7,17.82,Prefer not to say,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,72,"KOREA, REPUBLIC OF",39.6,23.76,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,THAILAND,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,JAPAN,19.8,11.88,Prefer not to say,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,HONG KONG,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62,CHINA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MYANMAR,54,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,HONG KONG,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43,THAILAND,29,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,JAPAN,94,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,SPAIN,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54,INDONESIA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,40,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71,THAILAND,23,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,85,MALAYSIA,20,0,Prefer not to say,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71,PHILIPPINES,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,"TAIWAN, PROVINCE OF CHINA",34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,JAPAN,109,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,JAPAN,28,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,INDONESIA,20,0,Prefer not to say,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,HONG KONG,24,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,66,INDONESIA,20,0,Prefer not to say,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,INDIA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,UNITED KINGDOM,78,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,AUSTRALIA,53,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,THAILAND,28,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36,THAILAND,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,"TAIWAN, PROVINCE OF CHINA",39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,THAILAND,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,JAPAN,56,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,68,"KOREA, REPUBLIC OF",35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,HONG KONG,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,AUSTRALIA,51,0,Prefer not to say,36
